batch_id,factory_name,factory_city,industry_type,waste_type,material_category,quantity_kg,contaminants,pH,COD_mg_L,BOD_mg_L,TDS_mg_L,turbidity_NTU,conductivity_uS_cm,dye_concentration_ppm,sludge_percentage,temperature_C,recyclability_score,recovery_feasibility_score,profitability_score,predicted_roi_percent,estimated_market_value_inr,workforce_requirement_score,machinery_compatibility_score,logistics_complexity_score,circularity_score,carbon_reduction_tons,recommended_product,predicted_market_demand,recommended_buyer,buyer_city,estimated_payback_months,treatment_dependency,ai_segmentation_category,esg_impact_score,upload_date
RWAI-102455,Contractor-Shere,Panipat,Chemical Processing,Leather Processing Waste,Polymer,4524.04,Microplastics,6.54,869.53,550.17,3423.27,75.62,1370.53,220.02,42.01,22.09,86.7,71.0,29.48,59.81,2205515.42,6.66,49.76,20.9,55.73,117.85,Recycled Plastic Lumber,Emerging,JSW Green Materials,Panipat,35.6,Medium,Highly Recoverable,84.93,2025-07-04
RWAI-102456,Bala and Sons,Coimbatore,Garment Processing,Chemical Effluent,Polymer,3678.14,Oil Residue,8.36,146.93,51.43,7818.98,329.86,693.0,446.55,35.4,38.34,42.6,48.69,35.81,25.66,1592813.1,4.98,64.22,54.36,86.71,49.26,Industrial Pigments,High,Mahindra Sustainable Solutions,Surat,17.5,High,Highly Recoverable,53.2,2024-04-07
RWAI-102457,Bhatti Group,Surat,Industrial Dyeing,Leather Processing Waste,Organic,2681.12,Microplastics,7.66,171.14,449.5,5977.81,306.96,4566.58,262.5,10.94,30.05,86.72,84.73,89.8,29.64,257665.0,6.14,85.78,35.77,89.11,359.45,Thermal Insulation Mats,High,EcoPack India,Bhiwandi,31.1,High,Needs Advanced Treatment,96.99,2025-09-03
RWAI-102458,Bhalla Inc,Indore,Textile Manufacturing,Leather Processing Waste,Mixed,4180.95,Heavy Metals,5.28,307.4,407.49,5701.39,204.06,3986.5,63.8,56.04,42.09,56.42,48.57,27.68,16.8,2037778.6,3.9,52.41,26.38,69.37,486.07,Sustainable Wall Tiles,Emerging,Asian Paints Eco Division,Tiruppur,25.3,Low,Highly Recoverable,79.45,2023-07-27
RWAI-102459,"Bakshi, Bhasin and Bhardwaj",Mumbai,Industrial Dyeing,Cotton Fiber Waste,Polymer,2607.65,Microplastics,6.41,553.65,489.78,2097.75,55.76,5618.34,183.37,11.49,44.03,60.04,45.29,88.14,19.6,1343952.9,5.7,58.47,64.8,87.36,411.48,Eco Furniture Boards,High,Godrej Interio Eco,Jaipur,13.1,High,Moderately Recoverable,88.36,2025-09-11
RWAI-102460,Yohannan-Seshadri,Ludhiana,Leather Processing,Leather Processing Waste,Textile,4480.24,High TDS,7.42,488.35,192.82,7756.55,413.9,3729.2,21.85,52.69,35.34,79.02,82.98,41.51,12.49,644819.25,2.77,85.31,40.51,91.29,391.96,Low-Cost Modular Panels,Very High,Birla Eco Materials,Coimbatore,17.4,Low,Highly Recoverable,88.35,2026-04-21
RWAI-102461,Bajwa-Bala,Noida,Industrial Dyeing,Mixed Textile Waste,Chemical,1855.57,Sulfide,6.85,713.5,144.51,4958.76,184.39,446.78,374.2,32.59,22.04,50.44,45.29,52.83,17.86,1996629.44,1.69,71.41,77.43,33.82,223.2,Sustainable Wall Tiles,Emerging,Adani Circular Infra,Ludhiana,11.8,Low,Needs Advanced Treatment,58.17,2023-07-20
RWAI-102462,Zachariah-Zacharia,Jaipur,Industrial Dyeing,Chemical Effluent,Polymer,308.03,Oil Residue,7.84,281.25,367.34,539.38,195.41,4804.04,373.82,42.59,50.86,48.94,53.32,96.89,18.68,1337196.4,6.04,74.78,76.48,28.21,167.05,Sustainable Wall Tiles,Medium,JSW Green Materials,Mumbai,32.9,Medium,Highly Recoverable,78.85,2024-12-14
RWAI-102463,Behl Inc,Jaipur,Textile Manufacturing,Chemical Effluent,Textile,4579.99,Heavy Metals,5.65,1017.0,354.95,4362.94,415.33,5607.11,391.0,13.14,21.35,66.44,65.88,84.36,28.25,125310.58,6.71,52.84,60.35,25.55,407.8,Low-Cost Modular Panels,Emerging,Godrej Interio Eco,Panipat,26.3,Medium,Low Recovery Potential,58.89,2024-07-25
RWAI-102464,"Rattan, Luthra and Tailor",Coimbatore,Fabric Export Unit,Chemical Effluent,Textile,6099.99,Microplastics,6.38,437.65,482.39,4955.3,260.43,4444.22,108.52,44.92,36.62,26.73,25.2,83.75,32.46,1359161.63,4.33,57.87,46.51,45.08,172.01,Eco Concrete Additives,Emerging,Asian Paints Eco Division,Jaipur,15.0,Medium,Moderately Recoverable,87.75,2024-12-23
RWAI-102465,Thaker-Ramakrishnan,Surat,Fabric Export Unit,Fabric Scraps,Leather,9455.78,Heavy Metals,5.97,763.1,412.24,5085.05,304.17,5060.11,54.02,20.94,31.51,79.28,76.55,65.4,53.99,945856.98,3.24,70.73,66.12,72.21,153.82,Low-Cost Modular Panels,Emerging,Reliance Circular Ventures,Tiruppur,8.2,Medium,Low Recovery Potential,76.71,2023-12-09
RWAI-102466,D’Alia-Lanka,Kanpur,Chemical Processing,Chemical Effluent,Organic,1600.45,High TDS,7.03,744.39,421.36,2883.76,325.01,5515.39,222.7,12.33,20.46,50.91,56.58,28.45,67.7,2147153.66,8.61,62.79,75.08,69.93,395.55,Textile Composite Panels,Very High,RenewBuild India,Kanpur,30.9,Low,Needs Advanced Treatment,80.64,2025-04-01
RWAI-102467,Khatri LLC,Noida,Garment Processing,Polyester Sludge,Polymer,756.76,Oil Residue,8.16,776.47,243.56,2032.18,465.97,4072.27,360.5,21.56,25.29,47.69,44.15,69.39,20.81,2441564.29,2.36,88.82,22.17,85.71,20.5,Eco Furniture Boards,Very High,Asian Paints Eco Division,Mumbai,7.7,Medium,Needs Advanced Treatment,86.57,2024-01-12
RWAI-102468,Gole-Sunder,Jaipur,Textile Manufacturing,Denim Processing Sludge,Chemical,5870.45,Microplastics,5.72,635.42,120.45,5435.97,428.09,1012.13,124.38,50.63,56.01,25.96,20.42,29.18,31.36,2363529.42,3.46,95.52,45.54,53.57,489.78,Circular Fashion Fibers,Medium,Greenply Industries,Tiruppur,6.0,Low,Needs Advanced Treatment,57.05,2025-10-15
RWAI-102469,Chad and Sons,Noida,Textile Manufacturing,Denim Processing Sludge,Polymer,7484.66,Lead,7.01,80.18,154.33,2095.85,273.9,2745.71,173.07,11.27,49.68,54.53,51.51,92.3,53.44,1418834.28,5.03,72.35,59.03,33.63,271.72,Low-Cost Modular Panels,Very High,Godrej Interio Eco,Jaipur,5.7,Low,Low Recovery Potential,42.49,2024-10-17
RWAI-102470,"Virk, Bail and Shanker",Ahmedabad,Synthetic Fiber Plant,Mixed Textile Waste,Leather,2631.67,Chromium,6.77,212.73,580.19,2920.54,23.73,2541.41,332.93,7.85,30.08,73.7,77.5,33.92,36.84,952269.47,7.12,79.64,25.1,33.5,458.68,Recycled Plastic Lumber,Very High,Reliance Circular Ventures,Kanpur,30.6,Low,Needs Advanced Treatment,82.96,2026-03-30
RWAI-102471,"Amble, Ratta and Kakar",Ahmedabad,Industrial Dyeing,Plastic Laminate Waste,Leather,8796.74,Heavy Metals,4.53,321.06,481.57,715.34,213.29,5958.1,209.06,37.9,27.15,58.33,65.8,62.98,46.69,260090.17,5.61,78.46,58.69,62.35,89.33,Industrial Absorbent Pads,Very High,Mahindra Sustainable Solutions,Ahmedabad,9.5,Low,Low Recovery Potential,47.51,2025-10-10
RWAI-102472,Raja PLC,Surat,Synthetic Fiber Plant,Chemical Effluent,Polymer,4291.18,Chromium,6.95,70.55,555.7,4158.91,424.69,1642.69,288.71,20.36,31.92,72.23,78.93,58.2,68.14,2238620.67,7.81,92.19,25.09,42.41,84.03,Green Roofing Sheets,High,UltraTech EcoBuild,Jaipur,8.5,Low,Needs Advanced Treatment,81.9,2024-12-11
RWAI-102473,Chander-Vaidya,Bhiwandi,Industrial Dyeing,Fabric Scraps,Leather,2964.62,Sulfide,6.71,1051.11,520.2,1470.29,363.22,5209.63,479.63,2.32,20.11,92.05,94.88,80.25,50.16,2276154.62,4.42,54.47,62.5,80.14,435.07,Recycled Plastic Lumber,Medium,Adani Circular Infra,Jaipur,21.0,High,Moderately Recoverable,34.79,2023-11-03
RWAI-102474,Gill-Bhatia,Bhiwandi,Chemical Processing,Polyester Sludge,Leather,2002.9,Oil Residue,7.78,400.18,305.45,391.77,417.14,625.33,459.7,2.33,38.09,26.67,20.7,57.73,43.18,1210928.93,1.07,86.22,40.71,55.34,258.24,Biodegradable Packaging,Emerging,Birla Eco Materials,Ludhiana,14.7,Low,Moderately Recoverable,90.74,2024-03-09
RWAI-102475,Bose Ltd,Ludhiana,Textile Manufacturing,Printing Dye Residue,Textile,1439.57,Chromium,5.83,895.61,119.01,1079.7,304.87,1568.8,324.51,27.63,30.54,57.44,62.6,70.99,22.1,441924.7,3.73,66.48,41.77,51.75,453.82,Green Roofing Sheets,High,Tata Sustainable Materials,Panipat,12.2,Low,Highly Recoverable,31.6,2023-08-31
RWAI-102476,"Bhandari, Kaul and Balasubramanian",Panipat,Garment Processing,Leather Processing Waste,Polymer,2953.37,Low Contamination,8.99,204.32,410.89,6914.63,207.82,4317.86,347.51,51.84,21.65,93.29,93.59,57.43,26.55,1943356.13,7.28,61.78,41.99,90.91,281.58,Eco Paver Blocks,Very High,JSW Green Materials,Indore,4.1,Low,Moderately Recoverable,32.9,2024-05-01
RWAI-102477,Rau-Ram,Ludhiana,Chemical Processing,Synthetic Yarn Waste,Textile,8676.21,High TDS,4.6,776.84,545.24,1767.41,306.62,1090.02,22.52,52.35,32.45,25.97,25.51,45.72,67.61,623603.79,8.54,42.46,66.46,54.26,148.69,Industrial Absorbent Pads,Emerging,RenewBuild India,Jaipur,5.5,High,Needs Advanced Treatment,65.75,2024-04-01
RWAI-102478,Bhatt-Mani,Kanpur,Industrial Dyeing,Industrial Wastewater,Mixed,5288.88,Chromium,6.7,104.12,325.63,3957.72,295.9,5567.96,166.95,30.59,47.49,79.79,72.38,82.7,58.64,1200280.59,7.75,91.46,54.13,38.33,377.72,Green Roofing Sheets,Very High,Asian Paints Eco Division,Ludhiana,26.6,Low,Moderately Recoverable,95.21,2026-01-03
RWAI-102479,"Sami, Zachariah and Sankaran",Ahmedabad,Textile Manufacturing,Chemical Effluent,Organic,9447.71,Sulfide,6.26,261.31,427.49,791.43,96.68,387.41,297.58,34.89,21.5,54.86,47.51,71.21,37.51,1361287.02,8.07,75.52,65.94,52.76,435.07,Circular Fashion Fibers,High,EcoPack India,Indore,10.3,Medium,Moderately Recoverable,87.59,2024-09-13
RWAI-102480,Agrawal-Rajagopal,Surat,Synthetic Fiber Plant,Plastic Laminate Waste,Polymer,7697.86,Sulfide,6.96,392.59,311.95,3725.61,287.34,2339.45,239.64,60.47,55.44,67.16,56.04,75.71,72.29,1993895.93,6.51,53.31,67.83,86.73,499.09,Eco Paver Blocks,Medium,Mahindra Sustainable Solutions,Kanpur,4.3,High,Moderately Recoverable,73.05,2025-07-05
RWAI-102481,Rama Inc,Panipat,Garment Processing,Polyester Sludge,Polymer,6376.01,Organic Contaminants,8.57,725.6,16.59,3591.91,192.55,4634.96,385.98,57.23,43.58,64.49,55.22,66.31,27.78,1619248.98,1.01,49.65,86.86,56.07,382.95,Sustainable Wall Tiles,Medium,Mahindra Sustainable Solutions,Jaipur,27.7,Medium,Low Recovery Potential,78.33,2025-03-08
RWAI-102482,Kunda LLC,Mumbai,Garment Processing,Cotton Fiber Waste,Mixed,8822.44,Heavy Metals,4.75,293.17,35.77,1898.9,11.36,585.76,92.33,21.0,48.97,75.58,75.3,53.61,74.86,1732977.51,1.04,53.83,61.44,26.23,39.99,Acoustic Insulation Panels,Very High,UltraTech EcoBuild,Surat,13.8,High,Highly Recoverable,94.11,2023-10-27
RWAI-102483,Varma-Bhat,Noida,Textile Manufacturing,Denim Processing Sludge,Mixed,8130.55,Lead,8.54,1087.43,29.43,3427.51,156.64,143.35,281.76,34.25,46.73,39.89,30.38,78.76,39.35,837821.71,6.08,67.12,41.21,37.57,239.07,Eco Concrete Additives,High,RenewBuild India,Panipat,31.5,High,Highly Recoverable,65.25,2026-03-13
RWAI-102484,Vora and Sons,Surat,Fabric Export Unit,Polyester Sludge,Mixed,1159.26,Organic Contaminants,5.64,273.61,552.33,673.05,185.36,2258.09,473.97,41.05,21.55,94.42,97.55,51.32,50.39,414837.24,1.32,80.95,26.02,28.69,369.08,Recycled Fiber Boards,Very High,Reliance Circular Ventures,Coimbatore,17.6,Medium,Low Recovery Potential,37.29,2025-04-30
RWAI-102485,Bal-Dalal,Jaipur,Chemical Processing,Fabric Scraps,Organic,8847.13,Sulfide,7.54,555.27,463.5,6206.31,116.79,2186.56,383.47,15.93,23.11,80.04,86.64,47.64,53.23,356090.9,7.46,74.56,47.08,26.67,11.49,Thermal Insulation Mats,Medium,JSW Green Materials,Bhiwandi,7.2,Medium,Low Recovery Potential,92.84,2025-12-24
RWAI-102486,Tandon Inc,Mumbai,Leather Processing,Plastic Laminate Waste,Textile,9153.49,Oil Residue,5.45,164.43,49.41,6696.11,267.89,5703.95,167.68,46.02,51.9,93.88,99.84,91.81,44.5,1643989.33,8.29,46.34,42.14,84.85,403.26,Thermal Insulation Mats,Emerging,Adani Circular Infra,Tiruppur,35.1,Low,Needs Advanced Treatment,71.69,2025-10-14
RWAI-102487,Dugal-Bhargava,Tiruppur,Garment Processing,Printing Dye Residue,Chemical,8472.73,Lead,6.48,1182.89,32.22,4340.6,143.13,3618.4,399.3,19.4,31.42,36.61,35.92,38.47,68.97,1933800.66,1.68,94.41,82.77,72.66,146.55,Sustainable Wall Tiles,Medium,Tata Sustainable Materials,Bhiwandi,21.1,Medium,Low Recovery Potential,90.57,2025-12-02
RWAI-102488,Kade-Mann,Noida,Textile Manufacturing,Cotton Fiber Waste,Mixed,8553.04,Color Pigments,6.26,1184.51,499.34,3680.84,156.97,2407.82,458.49,38.03,34.47,91.24,91.8,91.27,73.2,1540160.28,1.73,48.17,69.59,33.08,59.19,Industrial Pigments,High,Reliance Circular Ventures,Noida,12.0,Low,Needs Advanced Treatment,93.76,2023-07-13
RWAI-102489,Ramesh-Wagle,Ludhiana,Synthetic Fiber Plant,Denim Processing Sludge,Organic,9542.33,Low Contamination,5.07,105.95,254.48,758.81,391.93,672.79,162.11,17.45,56.09,41.37,31.13,31.0,24.88,700279.29,4.76,89.92,84.98,50.41,196.27,Low-Cost Modular Panels,Medium,Birla Eco Materials,Bhiwandi,20.5,High,Moderately Recoverable,45.13,2025-01-03
RWAI-102490,Chaudhary-Johal,Kanpur,Leather Processing,Leather Processing Waste,Textile,7565.49,Sulfide,9.0,794.7,598.21,5702.66,489.64,4252.66,29.11,14.07,45.84,81.28,88.69,40.81,30.91,990123.81,8.23,52.56,87.88,50.22,148.63,Acoustic Insulation Panels,Medium,RenewBuild India,Jaipur,14.6,High,Needs Advanced Treatment,70.4,2025-12-09
RWAI-102491,Mandal-Chander,Bhiwandi,Garment Processing,Cotton Fiber Waste,Chemical,9418.55,Heavy Metals,8.64,736.24,516.7,355.55,461.35,2685.34,286.49,32.94,21.33,54.61,46.21,94.94,9.92,132659.55,4.85,47.39,54.6,48.66,229.95,Sustainable Ceiling Panels,Medium,Reliance Circular Ventures,Jaipur,33.6,Low,Highly Recoverable,43.5,2023-12-09
RWAI-102492,Deol-Bhargava,Bhiwandi,Synthetic Fiber Plant,Plastic Laminate Waste,Mixed,5417.55,Color Pigments,4.5,387.79,230.86,934.85,319.68,220.89,78.08,4.68,34.4,42.13,41.15,32.25,66.79,301099.52,9.12,88.5,13.7,80.59,207.96,Eco Paver Blocks,Emerging,Adani Circular Infra,Jaipur,29.7,Low,Highly Recoverable,96.66,2024-11-18
RWAI-102493,Bala-Ray,Mumbai,Fabric Export Unit,Printing Dye Residue,Textile,3236.91,Heavy Metals,7.11,1043.62,140.31,7591.67,142.65,5035.14,316.88,21.55,20.93,27.37,25.92,50.41,50.22,448365.94,2.3,85.72,72.55,46.76,493.04,Eco Paver Blocks,Emerging,EcoPack India,Noida,17.3,Medium,Low Recovery Potential,69.71,2026-05-04
RWAI-102494,Dutta-Dass,Kanpur,Synthetic Fiber Plant,Synthetic Yarn Waste,Mixed,7451.33,Low Contamination,5.97,66.76,468.4,7186.4,80.67,3458.52,426.17,46.85,40.49,40.39,35.56,52.25,16.83,1184847.07,6.47,58.5,44.94,27.45,392.94,Sustainable Ceiling Panels,Emerging,RenewBuild India,Coimbatore,32.9,Medium,Low Recovery Potential,53.71,2026-03-08
RWAI-102495,Sawhney-Ram,Indore,Garment Processing,Industrial Wastewater,Leather,5565.69,High TDS,5.54,176.85,125.7,2088.13,32.11,1374.72,343.12,13.79,36.36,70.03,53.65,38.44,67.5,668187.07,1.7,66.75,33.93,80.34,327.96,Eco Paver Blocks,Very High,JSW Green Materials,Coimbatore,30.6,Medium,Needs Advanced Treatment,83.13,2024-09-12
RWAI-102496,"Kara, Sabharwal and Deep",Indore,Fabric Export Unit,Printing Dye Residue,Textile,4691.77,Heavy Metals,7.57,581.75,264.58,6458.27,108.39,1809.83,299.65,59.3,56.62,71.91,71.65,33.57,62.67,2091626.68,4.22,44.86,49.91,85.72,323.96,Thermal Insulation Mats,High,Mahindra Sustainable Solutions,Panipat,33.2,Low,Highly Recoverable,37.28,2023-06-16
RWAI-102497,Korpal-Dyal,Surat,Industrial Dyeing,Mixed Textile Waste,Textile,2864.19,Low Contamination,6.61,528.42,109.49,438.88,182.79,2881.38,151.16,18.97,57.43,38.46,44.1,37.09,19.74,2434896.47,1.58,42.6,70.61,74.12,414.53,Green Roofing Sheets,Very High,Godrej Interio Eco,Kanpur,3.9,Medium,Low Recovery Potential,49.16,2024-07-14
RWAI-102498,"Dewan, Ganesh and Gupta",Ludhiana,Synthetic Fiber Plant,Synthetic Yarn Waste,Chemical,6794.98,Heavy Metals,4.6,825.19,426.14,7997.88,216.43,1840.19,407.92,39.01,54.53,42.06,39.6,49.48,63.36,2371501.44,2.62,40.43,41.23,28.47,228.25,Acoustic Insulation Panels,Medium,Birla Eco Materials,Surat,26.2,Medium,Needs Advanced Treatment,34.9,2026-02-01
RWAI-102499,Lal PLC,Panipat,Chemical Processing,Synthetic Yarn Waste,Textile,1448.69,Low Contamination,5.63,809.45,72.97,3044.84,215.76,2299.76,485.95,24.73,38.76,39.48,40.13,82.99,60.98,79946.51,9.25,60.11,77.82,86.15,194.71,Thermal Insulation Mats,Very High,Adani Circular Infra,Jaipur,8.5,Low,Moderately Recoverable,54.6,2025-08-08
RWAI-102500,"Chaudhari, Dhaliwal and Mander",Coimbatore,Garment Processing,Industrial Wastewater,Organic,2806.69,High TDS,5.62,753.05,493.19,2838.13,498.64,387.89,404.61,42.44,47.4,69.77,58.04,83.49,48.18,64030.14,3.99,88.77,45.93,32.04,93.61,Eco Concrete Additives,Medium,Asian Paints Eco Division,Bhiwandi,23.3,High,Needs Advanced Treatment,49.37,2025-10-01
RWAI-102501,"Sibal, Dhar and Gokhale",Tiruppur,Industrial Dyeing,Cotton Fiber Waste,Polymer,9385.98,Heavy Metals,4.91,462.12,438.53,955.79,227.09,1608.46,312.16,52.79,30.18,60.51,56.56,40.02,22.85,1083040.73,6.5,55.79,68.15,40.67,36.29,Automotive Soundproof Panels,Emerging,Tata Sustainable Materials,Noida,11.4,Medium,Moderately Recoverable,79.15,2025-10-11
RWAI-102502,Singhal-Kaul,Indore,Chemical Processing,Synthetic Yarn Waste,Polymer,4621.53,Color Pigments,8.91,200.26,95.68,2353.7,142.5,4059.83,7.82,8.0,39.33,73.5,69.85,53.83,19.95,272030.15,4.57,81.83,51.11,91.04,108.19,Eco Furniture Boards,Emerging,Reliance Circular Ventures,Indore,29.6,Low,Highly Recoverable,61.34,2026-03-25
RWAI-102503,Maharaj and Sons,Bhiwandi,Chemical Processing,Synthetic Yarn Waste,Polymer,1332.14,Organic Contaminants,8.91,664.37,550.93,1259.05,384.34,4725.5,173.99,11.5,38.54,44.02,49.5,82.22,65.19,204021.68,2.43,51.02,50.19,67.71,351.2,Industrial Absorbent Pads,Medium,EcoPack India,Indore,30.5,Low,Low Recovery Potential,37.71,2023-08-24
RWAI-102504,Shanker-Salvi,Coimbatore,Synthetic Fiber Plant,Polyester Sludge,Mixed,4581.1,Microplastics,7.11,865.67,162.71,3042.17,293.54,2294.43,340.52,65.23,34.72,79.76,59.95,67.86,57.9,2207920.27,9.15,87.74,58.62,36.34,179.44,Sustainable Ceiling Panels,Very High,Tata Sustainable Materials,Bhiwandi,34.7,Low,Highly Recoverable,68.2,2025-07-29
RWAI-102505,Bajwa-Agarwal,Noida,Chemical Processing,Leather Processing Waste,Organic,1042.25,Low Contamination,8.47,112.73,366.1,5771.67,283.05,1710.21,20.61,40.71,34.77,47.19,40.97,25.68,21.82,1105628.15,3.09,87.59,69.14,21.76,406.83,Biodegradable Packaging,Very High,Adani Circular Infra,Noida,4.8,Medium,Needs Advanced Treatment,97.76,2023-11-08
RWAI-102506,Karan Ltd,Mumbai,Chemical Processing,Printing Dye Residue,Polymer,9041.0,Oil Residue,5.42,432.57,85.68,957.0,312.01,4389.09,394.87,18.33,37.01,67.95,70.84,70.42,18.55,2159020.57,9.33,61.18,41.42,77.77,357.11,Eco Bricks,Emerging,EcoPack India,Noida,7.3,Medium,Highly Recoverable,36.04,2025-08-20
RWAI-102507,"Sani, Viswanathan and Khurana",Tiruppur,Industrial Dyeing,Polyester Sludge,Chemical,8979.83,Oil Residue,5.08,893.64,522.72,2485.83,123.17,416.21,157.0,39.11,35.56,54.81,52.18,55.3,64.61,1106652.15,5.9,93.44,64.77,39.89,173.96,Recycled Plastic Lumber,Emerging,JSW Green Materials,Bhiwandi,22.4,Medium,Moderately Recoverable,86.06,2023-12-27
RWAI-102508,Lala-Deshpande,Noida,Fabric Export Unit,Printing Dye Residue,Leather,633.17,Lead,5.52,272.42,108.42,2427.32,34.14,5906.2,216.71,66.0,47.52,95.67,72.76,47.09,30.92,160299.76,5.44,92.65,65.95,98.81,485.28,Low-Cost Modular Panels,High,Reliance Circular Ventures,Surat,27.5,Low,Needs Advanced Treatment,50.08,2024-08-17
RWAI-102509,"Chadha, Dhar and Sule",Coimbatore,Industrial Dyeing,Synthetic Yarn Waste,Mixed,5025.5,High TDS,7.99,623.87,276.67,2808.46,243.74,2733.12,375.76,22.79,57.28,92.41,101.79,91.56,68.61,2298943.45,6.79,85.63,16.56,57.07,397.13,Automotive Soundproof Panels,High,Mahindra Sustainable Solutions,Panipat,20.7,Low,Low Recovery Potential,56.66,2023-06-12
RWAI-102510,Saini-Khanna,Ahmedabad,Synthetic Fiber Plant,Synthetic Yarn Waste,Mixed,6953.18,Color Pigments,7.13,813.42,346.82,1755.38,209.02,1196.81,285.27,68.74,51.83,46.54,41.82,51.17,27.64,1974692.96,4.31,85.18,73.58,91.77,210.76,Industrial Absorbent Pads,Very High,Reliance Circular Ventures,Noida,25.1,Low,Low Recovery Potential,38.6,2025-03-08
RWAI-102511,"Vig, Cherian and Contractor",Panipat,Textile Manufacturing,Synthetic Yarn Waste,Textile,3321.86,Lead,8.17,633.11,296.78,4522.61,496.73,1331.12,354.21,53.14,33.17,67.66,72.7,69.29,16.99,1337943.07,7.33,56.14,45.34,22.93,366.82,Sustainable Wall Tiles,High,Tata Sustainable Materials,Ludhiana,34.2,Medium,Highly Recoverable,69.24,2025-10-06
RWAI-102512,Mallick-Kala,Bhiwandi,Fabric Export Unit,Cotton Fiber Waste,Organic,6658.86,Lead,5.92,629.52,299.26,3806.83,215.85,5311.8,66.46,21.47,58.83,37.12,38.88,73.15,31.2,472382.26,6.28,82.65,36.49,75.49,197.66,Recycled Fiber Boards,Very High,RenewBuild India,Noida,6.1,High,Needs Advanced Treatment,67.74,2023-06-26
RWAI-102513,Keer Ltd,Kanpur,Industrial Dyeing,Plastic Laminate Waste,Organic,320.85,Color Pigments,7.55,1188.87,264.36,3739.83,56.34,183.87,176.91,16.08,30.43,72.06,72.97,95.53,15.28,66825.63,9.38,58.48,89.0,40.05,92.74,Eco Concrete Additives,Emerging,UltraTech EcoBuild,Ahmedabad,5.1,Low,Highly Recoverable,64.33,2025-12-19
RWAI-102514,Jain-Chatterjee,Jaipur,Textile Manufacturing,Plastic Laminate Waste,Mixed,8222.07,Organic Contaminants,6.91,352.02,115.04,2573.03,416.09,733.05,248.18,43.07,30.21,74.41,77.31,74.8,23.93,2068813.47,7.18,62.03,27.67,69.51,414.92,Eco Bricks,High,Greenply Industries,Ludhiana,35.6,Medium,Moderately Recoverable,64.16,2025-06-01
RWAI-102515,Dyal Group,Mumbai,Leather Processing,Plastic Laminate Waste,Leather,6300.21,Oil Residue,8.77,943.91,587.37,3773.02,461.02,871.72,202.77,33.72,49.83,47.17,49.37,40.59,20.88,515040.65,6.6,74.74,10.21,35.05,370.94,Green Roofing Sheets,Emerging,UltraTech EcoBuild,Mumbai,29.9,Medium,Low Recovery Potential,84.97,2023-10-19
RWAI-102516,"Chadha, Sule and Varughese",Coimbatore,Chemical Processing,Printing Dye Residue,Organic,6685.84,Oil Residue,7.93,1141.72,104.31,1600.55,261.15,2271.37,270.69,64.16,23.22,69.34,53.86,21.89,15.34,1710058.51,3.84,97.86,63.68,42.79,137.37,Biodegradable Packaging,Very High,UltraTech EcoBuild,Indore,21.6,Medium,Needs Advanced Treatment,73.44,2023-05-26
RWAI-102517,Kulkarni-Shere,Bhiwandi,Textile Manufacturing,Synthetic Yarn Waste,Leather,7848.19,Oil Residue,4.6,683.51,311.61,5890.12,139.67,5388.88,133.68,26.2,20.74,59.86,55.06,53.77,55.31,2052943.57,8.35,62.96,64.92,32.72,178.24,Eco Concrete Additives,Emerging,Greenply Industries,Kanpur,14.3,Medium,Low Recovery Potential,57.7,2024-09-08
RWAI-102518,"Goswami, Kurian and Chowdhury",Ahmedabad,Garment Processing,Cotton Fiber Waste,Polymer,2363.09,Microplastics,4.95,1148.11,425.14,494.75,99.41,4702.53,347.32,4.4,32.44,28.01,29.9,77.25,13.34,2228764.48,8.4,70.74,58.63,68.0,393.11,Sustainable Wall Tiles,Very High,Reliance Circular Ventures,Noida,30.2,High,Moderately Recoverable,83.36,2025-07-31
RWAI-102519,Banerjee-Vyas,Panipat,Textile Manufacturing,Fabric Scraps,Chemical,6468.98,Heavy Metals,5.85,715.4,502.09,277.16,210.29,684.8,308.78,16.53,46.53,37.41,37.73,72.99,52.9,1194797.67,5.81,56.36,68.68,86.51,40.88,Industrial Absorbent Pads,High,Greenply Industries,Indore,29.1,High,Needs Advanced Treatment,40.54,2024-07-19
RWAI-102520,Gade Group,Indore,Textile Manufacturing,Denim Processing Sludge,Chemical,8696.26,Microplastics,5.74,947.44,214.46,5129.31,363.76,2182.84,486.21,10.64,40.81,83.23,88.14,45.66,34.54,1171821.02,1.04,89.76,64.73,35.46,225.48,Automotive Soundproof Panels,Very High,UltraTech EcoBuild,Surat,10.8,Medium,Low Recovery Potential,74.22,2025-07-17
