batch_id,factory_name,city,state,industry_type,waste_type,material_category,quantity_kg,pH,COD_mg_L,BOD_mg_L,TDS_mg_L,turbidity_NTU,conductivity_uS_cm,dye_concentration_ppm,sludge_percentage,temperature_C,contaminants,recyclability_score,recovery_feasibility_score,profitability_score,predicted_roi_percent,workforce_requirement_score,machinery_compatibility_score,logistics_complexity_score,circularity_score,carbon_reduction_tons,water_recovery_percent,energy_savings_percent,estimated_market_value_inr,recommended_product,predicted_market_demand,recommended_buyer,treatment_dependency,ai_segmentation_category,esg_impact_score,estimated_payback_months,upload_date
SEC-220-1,Surat EcoTex Dyeing Pvt Ltd,Surat,Gujarat,Textile Dyeing & Processing,Chemical Effluent,Polymer,4336.56,6.36,587.39,498.48,4058.57,637.63,7772.5,311.84,67.63,26.11,Low Contamination,69.0,55.24,25.66,58.63,9.05,91.14,25.78,98.34,165.02,31.57,26.3,3959127.77,Industrial Pigments,Very High,Reliance Circular Ventures,High,Needs Advanced Treatment,73.64,24.5,2025-08-08
SEC-220-2,Surat EcoTex Dyeing Pvt Ltd,Surat,Gujarat,Textile Dyeing & Processing,Chemical Effluent,Polymer,931.51,5.92,1195.26,358.45,2477.91,227.07,2523.18,379.58,45.34,34.15,Color Pigments,96.55,77.97,39.7,58.78,7.87,45.06,17.39,71.35,301.26,87.96,48.17,1983480.3,Compressed Construction Blocks,High,JSW Green Materials,High,Moderately Recoverable,56.86,15.9,2025-08-08
SEC-220-3,Surat EcoTex Dyeing Pvt Ltd,Surat,Gujarat,Textile Dyeing & Processing,Printing Dye Sludge,Mixed,13756.3,8.33,1373.69,412.02,8743.85,419.48,2021.82,565.78,25.31,36.77,Oil Residue,65.73,54.01,85.93,30.94,9.09,48.56,36.67,57.92,216.74,38.24,59.25,1584234.75,Thermal Insulation Boards,Very High,EcoPack India,Low,Highly Recoverable,83.14,13.8,2025-08-08
SEC-221-1,Surat EcoTex Dyeing Pvt Ltd,Surat,Gujarat,Textile Dyeing & Processing,Fabric Fiber Residue,Textile,1284.11,5.26,337.5,454.94,4423.92,523.23,2276.1,225.59,37.74,25.44,Oil Residue,76.97,68.32,52.98,16.98,1.47,75.32,55.42,71.94,167.48,37.34,32.42,2408117.77,Eco Bricks,Very High,UltraTech EcoBuild,Medium,Low Recovery Potential,47.0,8.1,2025-08-09
SEC-221-2,Surat EcoTex Dyeing Pvt Ltd,Surat,Gujarat,Textile Dyeing & Processing,Fabric Fiber Residue,Textile,7068.35,6.84,1390.08,689.17,6615.06,408.3,5944.53,227.71,23.62,27.21,Color Pigments,89.75,89.25,47.04,27.49,7.86,75.93,55.6,41.54,309.47,91.95,60.43,3992359.45,Eco Packaging Sheets,High,JSW Green Materials,Medium,Moderately Recoverable,90.35,24.3,2025-08-09
SEC-221-3,Surat EcoTex Dyeing Pvt Ltd,Surat,Gujarat,Textile Dyeing & Processing,Fabric Fiber Residue,Textile,4758.76,8.38,1100.33,155.06,4961.94,163.52,5668.04,535.2,5.21,38.55,Low Contamination,65.36,71.01,49.35,21.87,2.69,60.44,16.14,53.27,63.36,76.24,15.97,2689893.52,Acoustic Insulation Panels,Emerging,GreenBuild Gujarat,High,Moderately Recoverable,58.56,6.1,2025-08-09
SEC-221-4,Surat EcoTex Dyeing Pvt Ltd,Surat,Gujarat,Textile Dyeing & Processing,Printing Dye Sludge,Mixed,547.01,6.17,1167.64,670.77,4973.08,32.3,300.13,43.54,31.12,41.09,Organic Contaminants,82.34,86.65,59.75,64.5,7.79,73.08,20.6,72.78,224.65,50.81,18.96,4019519.32,Compressed Construction Blocks,Medium,UltraTech EcoBuild,High,Low Recovery Potential,92.85,6.8,2025-08-09
SEC-222-1,Surat EcoTex Dyeing Pvt Ltd,Surat,Gujarat,Textile Dyeing & Processing,Printing Dye Sludge,Chemical,5864.33,7.51,591.63,672.69,7758.54,174.68,2220.42,357.66,3.94,30.55,Oil Residue,75.39,82.01,61.54,62.27,4.65,92.86,32.94,89.3,138.02,45.88,16.19,3828618.28,Thermal Insulation Boards,Very High,GreenBuild Gujarat,Low,Needs Advanced Treatment,48.55,16.4,2025-08-10
SEC-222-2,Surat EcoTex Dyeing Pvt Ltd,Surat,Gujarat,Textile Dyeing & Processing,Sludge,Mixed,1993.44,5.96,1391.64,573.66,838.9,344.48,6997.07,247.51,22.83,57.37,Oil Residue,85.96,90.18,48.82,21.37,5.79,97.25,43.54,49.66,288.98,76.32,60.99,1610776.19,Industrial Pigments,Emerging,UltraTech EcoBuild,High,Moderately Recoverable,50.18,19.4,2025-08-10
SEC-222-3,Surat EcoTex Dyeing Pvt Ltd,Surat,Gujarat,Textile Dyeing & Processing,Chemical Effluent,Polymer,5991.94,6.81,862.09,655.71,8681.25,46.51,2197.37,574.86,40.91,35.81,Organic Contaminants,69.12,69.43,35.35,16.67,2.25,80.37,54.97,91.75,108.01,35.16,52.33,4066368.74,Acoustic Insulation Panels,Medium,UltraTech EcoBuild,High,Needs Advanced Treatment,94.25,25.9,2025-08-10
SEC-223-1,Surat EcoTex Dyeing Pvt Ltd,Surat,Gujarat,Textile Dyeing & Processing,Fabric Fiber Residue,Chemical,13742.61,7.18,128.01,228.12,7787.88,263.91,8010.02,510.44,13.49,30.33,Color Pigments,53.69,59.49,54.58,32.14,5.95,62.21,44.43,32.23,146.78,23.35,56.43,2091838.87,Eco Packaging Sheets,Medium,GreenBuild Gujarat,High,Low Recovery Potential,38.68,9.3,2025-08-11
SEC-223-2,Surat EcoTex Dyeing Pvt Ltd,Surat,Gujarat,Textile Dyeing & Processing,Printing Dye Sludge,Chemical,11131.07,6.78,1357.56,56.96,5411.52,620.29,1367.62,152.89,64.06,47.23,Chromium,66.74,69.44,54.1,25.86,5.9,93.49,36.09,30.73,72.92,29.47,60.07,1252853.38,Compressed Construction Blocks,Emerging,EcoPack India,Low,Highly Recoverable,94.88,8.5,2025-08-11
SEC-224-1,Surat EcoTex Dyeing Pvt Ltd,Surat,Gujarat,Textile Dyeing & Processing,Sludge,Polymer,13105.39,6.27,162.64,421.66,1939.08,616.62,5563.44,328.21,43.27,41.04,Color Pigments,91.56,80.8,79.14,59.52,1.15,45.03,66.79,53.37,449.43,64.08,9.52,3224788.87,Eco Bricks,Very High,Reliance Circular Ventures,High,Highly Recoverable,35.41,4.3,2025-08-12
SEC-224-2,Surat EcoTex Dyeing Pvt Ltd,Surat,Gujarat,Textile Dyeing & Processing,Textile Dye Waste,Textile,3891.44,6.18,376.77,335.06,6725.95,340.95,5937.68,333.99,68.29,24.67,Low Contamination,46.82,50.23,74.75,22.04,4.42,65.91,67.99,91.5,86.21,29.25,33.56,3144051.8,Thermal Insulation Boards,Very High,Reliance Circular Ventures,Medium,Low Recovery Potential,61.2,14.6,2025-08-12
SEC-225-1,Surat EcoTex Dyeing Pvt Ltd,Surat,Gujarat,Textile Dyeing & Processing,Sludge,Polymer,1596.11,6.26,1178.11,43.21,4652.56,243.14,7072.2,252.44,39.46,56.45,Chromium,40.01,38.08,58.4,50.14,9.41,51.84,24.55,93.08,434.09,63.86,5.31,3878987.91,Compressed Construction Blocks,High,UltraTech EcoBuild,Low,Highly Recoverable,63.27,29.8,2025-08-13
SEC-225-2,Surat EcoTex Dyeing Pvt Ltd,Surat,Gujarat,Textile Dyeing & Processing,Sludge,Chemical,4555.78,6.9,711.54,145.72,4745.11,358.29,4764.11,517.66,6.0,53.81,Heavy Metals,67.91,61.18,83.12,39.21,9.8,72.41,15.79,46.33,8.48,31.68,59.95,2320300.35,Thermal Insulation Boards,Medium,UltraTech EcoBuild,Low,Highly Recoverable,67.05,6.4,2025-08-13
SEC-225-3,Surat EcoTex Dyeing Pvt Ltd,Surat,Gujarat,Textile Dyeing & Processing,Sludge,Textile,11482.14,5.82,1002.83,526.98,2819.59,323.84,7681.67,553.61,62.73,30.51,Organic Contaminants,68.16,54.92,25.2,45.56,4.72,69.16,77.02,92.56,444.61,30.21,63.79,2534722.99,Thermal Insulation Boards,Very High,EcoPack India,Low,Moderately Recoverable,85.08,18.1,2025-08-13
SEC-225-4,Surat EcoTex Dyeing Pvt Ltd,Surat,Gujarat,Textile Dyeing & Processing,Textile Dye Waste,Mixed,11249.09,6.29,735.63,152.22,8599.37,340.41,7655.69,214.63,24.83,32.77,Heavy Metals,88.18,75.41,51.01,39.09,4.76,65.38,74.25,80.53,251.08,92.85,55.28,1624096.25,Acoustic Insulation Panels,Very High,EcoPack India,Low,Moderately Recoverable,53.07,28.9,2025-08-13
SEC-226-1,Surat EcoTex Dyeing Pvt Ltd,Surat,Gujarat,Textile Dyeing & Processing,Textile Dye Waste,Textile,6207.6,7.65,1328.39,368.2,6647.14,367.94,8386.45,71.07,53.18,43.06,Chromium,51.23,57.16,47.82,35.83,3.54,46.61,12.59,80.05,351.29,68.4,43.33,3540689.18,Acoustic Insulation Panels,Very High,GreenBuild Gujarat,Medium,Highly Recoverable,41.7,15.4,2025-08-14
SEC-226-2,Surat EcoTex Dyeing Pvt Ltd,Surat,Gujarat,Textile Dyeing & Processing,Printing Dye Sludge,Chemical,7490.6,8.26,1068.43,309.06,6614.32,51.54,3689.05,399.77,25.18,46.5,Low Contamination,77.74,75.94,48.64,44.5,9.04,45.71,27.31,74.11,212.45,16.73,62.36,656534.6,Eco Bricks,Medium,EcoPack India,High,Low Recovery Potential,67.93,4.4,2025-08-14
SEC-226-3,Surat EcoTex Dyeing Pvt Ltd,Surat,Gujarat,Textile Dyeing & Processing,Printing Dye Sludge,Chemical,7601.39,6.98,1010.72,58.85,4941.5,476.58,4004.54,25.53,29.15,53.52,Organic Contaminants,85.37,83.89,39.21,18.08,3.22,47.59,75.72,39.63,276.79,28.4,39.58,2768585.79,Eco Packaging Sheets,High,UltraTech EcoBuild,Low,Low Recovery Potential,61.97,21.0,2025-08-14
SEC-226-4,Surat EcoTex Dyeing Pvt Ltd,Surat,Gujarat,Textile Dyeing & Processing,Chemical Effluent,Polymer,4478.43,7.39,1355.73,217.79,1986.8,468.44,7065.5,243.63,60.62,24.04,Color Pigments,92.99,91.12,54.77,36.22,8.36,75.49,45.45,88.35,50.23,79.36,60.37,1788100.35,Compressed Construction Blocks,Very High,GreenBuild Gujarat,Medium,Needs Advanced Treatment,69.79,23.6,2025-08-14
SEC-226-5,Surat EcoTex Dyeing Pvt Ltd,Surat,Gujarat,Textile Dyeing & Processing,Sludge,Textile,14884.09,5.36,688.22,452.05,2822.53,183.19,7236.53,247.1,36.89,28.93,Color Pigments,97.31,85.28,36.32,19.25,9.85,50.16,71.46,59.25,317.69,25.65,48.48,90053.0,Acoustic Insulation Panels,High,Reliance Circular Ventures,Low,Low Recovery Potential,41.6,18.1,2025-08-14
SEC-227-1,Surat EcoTex Dyeing Pvt Ltd,Surat,Gujarat,Textile Dyeing & Processing,Printing Dye Sludge,Polymer,10395.63,7.76,457.6,475.17,8810.43,242.62,4705.42,86.21,13.69,55.5,Color Pigments,77.97,68.73,66.69,41.28,4.8,96.32,55.09,30.63,372.79,25.98,29.5,1632442.33,Compressed Construction Blocks,Emerging,UltraTech EcoBuild,High,Needs Advanced Treatment,49.63,15.4,2025-08-15
SEC-227-2,Surat EcoTex Dyeing Pvt Ltd,Surat,Gujarat,Textile Dyeing & Processing,Sludge,Textile,11011.16,7.6,1390.75,643.78,864.42,159.88,1338.96,230.35,60.95,34.27,Heavy Metals,97.53,82.78,40.22,19.18,9.75,82.29,20.65,65.62,356.43,22.49,36.16,4207218.21,Industrial Pigments,Emerging,EcoPack India,Medium,Highly Recoverable,77.25,16.5,2025-08-15
SEC-228-1,Surat EcoTex Dyeing Pvt Ltd,Surat,Gujarat,Textile Dyeing & Processing,Printing Dye Sludge,Mixed,6159.83,8.47,981.5,71.78,4725.49,119.45,6745.36,32.66,57.08,27.41,Heavy Metals,72.36,76.54,29.89,55.02,8.33,93.25,50.5,39.6,155.1,59.53,33.69,4229064.0,Eco Bricks,Very High,JSW Green Materials,Low,Needs Advanced Treatment,70.21,5.6,2025-08-16
SEC-228-2,Surat EcoTex Dyeing Pvt Ltd,Surat,Gujarat,Textile Dyeing & Processing,Chemical Effluent,Mixed,12852.38,7.59,1002.81,225.24,5321.82,74.62,3817.46,104.28,35.22,51.61,Heavy Metals,40.37,37.53,63.6,31.2,3.12,57.93,66.58,98.36,149.84,16.1,26.69,868799.12,Thermal Insulation Boards,Medium,EcoPack India,Medium,Highly Recoverable,91.21,10.1,2025-08-16
SEC-229-1,Surat EcoTex Dyeing Pvt Ltd,Surat,Gujarat,Textile Dyeing & Processing,Textile Dye Waste,Mixed,14219.23,8.39,1380.72,395.69,3402.07,438.96,866.24,316.55,13.48,42.57,Oil Residue,87.51,96.72,29.25,52.7,2.04,54.58,34.2,39.6,119.29,88.75,25.43,2161918.08,Thermal Insulation Boards,Very High,GreenBuild Gujarat,Medium,Low Recovery Potential,67.93,7.2,2025-08-17
SEC-229-2,Surat EcoTex Dyeing Pvt Ltd,Surat,Gujarat,Textile Dyeing & Processing,Sludge,Mixed,1003.57,5.38,382.25,615.55,8118.94,485.43,1050.76,480.22,66.53,49.34,Color Pigments,60.8,64.1,51.43,26.02,5.51,57.93,65.87,86.0,112.26,15.65,52.89,880838.2,Thermal Insulation Boards,High,EcoPack India,Medium,Moderately Recoverable,94.23,23.1,2025-08-17
SEC-230-1,Surat EcoTex Dyeing Pvt Ltd,Surat,Gujarat,Textile Dyeing & Processing,Printing Dye Sludge,Chemical,9353.12,5.71,676.75,164.3,2351.54,38.39,5183.02,51.44,12.11,50.39,Organic Contaminants,65.88,70.55,68.78,14.93,7.6,91.76,22.35,88.15,433.2,38.52,29.54,3441744.46,Industrial Pigments,Very High,EcoPack India,Low,Moderately Recoverable,45.44,21.3,2025-08-18
SEC-230-2,Surat EcoTex Dyeing Pvt Ltd,Surat,Gujarat,Textile Dyeing & Processing,Fabric Fiber Residue,Mixed,5133.72,7.34,1313.89,190.69,1486.21,290.0,4711.3,480.17,17.92,56.54,Organic Contaminants,80.69,70.44,48.88,62.8,6.38,90.01,10.8,88.81,181.95,46.04,37.86,3839244.52,Thermal Insulation Boards,Emerging,Reliance Circular Ventures,Medium,Low Recovery Potential,91.89,6.2,2025-08-18
SEC-230-3,Surat EcoTex Dyeing Pvt Ltd,Surat,Gujarat,Textile Dyeing & Processing,Sludge,Chemical,6390.79,5.59,1183.42,509.04,8013.95,600.44,7252.82,284.43,35.67,42.22,Heavy Metals,72.77,59.28,34.91,61.95,3.28,63.24,59.4,77.59,394.28,85.09,17.58,2065661.72,Compressed Construction Blocks,Very High,EcoPack India,High,Moderately Recoverable,65.22,5.1,2025-08-18
SEC-230-4,Surat EcoTex Dyeing Pvt Ltd,Surat,Gujarat,Textile Dyeing & Processing,Fabric Fiber Residue,Textile,5496.73,6.48,762.42,499.76,5393.21,524.04,5429.36,71.8,64.36,38.67,Oil Residue,70.14,62.27,52.37,19.0,3.44,90.1,55.35,38.65,192.36,78.5,20.15,1009657.41,Eco Packaging Sheets,Emerging,Reliance Circular Ventures,Medium,Needs Advanced Treatment,96.38,5.5,2025-08-18
SEC-230-5,Surat EcoTex Dyeing Pvt Ltd,Surat,Gujarat,Textile Dyeing & Processing,Textile Dye Waste,Textile,1983.72,7.1,1234.54,653.17,1773.57,307.68,7630.84,69.62,47.0,43.29,Low Contamination,52.25,43.23,68.5,57.24,7.62,55.2,63.68,51.73,416.86,96.25,22.27,2065558.6,Industrial Pigments,High,GreenBuild Gujarat,High,Low Recovery Potential,44.94,27.9,2025-08-18
SEC-231-1,Surat EcoTex Dyeing Pvt Ltd,Surat,Gujarat,Textile Dyeing & Processing,Printing Dye Sludge,Textile,11625.09,8.68,1257.44,330.5,2687.25,141.79,8022.21,370.78,47.66,40.89,Color Pigments,58.23,64.09,64.45,24.38,4.9,70.42,77.42,47.41,262.34,46.8,34.06,4121438.62,Acoustic Insulation Panels,Very High,EcoPack India,High,Needs Advanced Treatment,66.95,29.5,2025-08-19
SEC-231-2,Surat EcoTex Dyeing Pvt Ltd,Surat,Gujarat,Textile Dyeing & Processing,Textile Dye Waste,Textile,12073.08,6.08,582.41,625.95,7627.82,347.82,571.5,443.55,26.69,33.62,Organic Contaminants,47.01,44.33,59.96,19.67,7.71,49.83,43.59,63.79,257.66,77.53,41.93,432168.83,Eco Bricks,Emerging,JSW Green Materials,Low,Moderately Recoverable,48.25,18.0,2025-08-19
SEC-231-3,Surat EcoTex Dyeing Pvt Ltd,Surat,Gujarat,Textile Dyeing & Processing,Printing Dye Sludge,Polymer,6063.32,6.81,723.23,34.47,4055.56,51.09,6406.88,187.69,21.98,45.85,Chromium,74.89,67.27,77.45,60.99,9.48,81.86,52.29,80.02,5.83,74.83,7.41,1791148.25,Industrial Pigments,Emerging,Reliance Circular Ventures,High,Low Recovery Potential,78.34,26.0,2025-08-19
SEC-232-1,Surat EcoTex Dyeing Pvt Ltd,Surat,Gujarat,Textile Dyeing & Processing,Sludge,Chemical,14749.71,7.24,844.58,643.39,7707.52,476.22,2478.12,537.5,9.86,49.03,Heavy Metals,80.26,67.19,73.84,49.95,7.76,59.26,43.02,43.25,334.5,36.87,22.32,4270185.63,Eco Bricks,Medium,UltraTech EcoBuild,High,Needs Advanced Treatment,78.09,22.9,2025-08-20
SEC-232-2,Surat EcoTex Dyeing Pvt Ltd,Surat,Gujarat,Textile Dyeing & Processing,Printing Dye Sludge,Textile,5166.74,5.88,1008.12,76.86,3132.8,509.38,1146.69,74.38,41.97,54.6,Low Contamination,89.71,72.97,73.82,31.0,2.64,78.31,78.46,42.36,386.83,76.02,12.8,3371142.88,Thermal Insulation Boards,High,UltraTech EcoBuild,High,Low Recovery Potential,52.63,25.3,2025-08-20
SEC-232-3,Surat EcoTex Dyeing Pvt Ltd,Surat,Gujarat,Textile Dyeing & Processing,Textile Dye Waste,Chemical,10677.18,7.73,987.05,449.54,5510.21,322.12,6270.44,591.38,67.69,32.64,Color Pigments,49.66,50.56,74.87,13.33,5.05,87.11,23.33,95.47,160.26,95.74,36.48,3425051.61,Industrial Pigments,Emerging,JSW Green Materials,Low,Moderately Recoverable,43.63,13.8,2025-08-20
SEC-233-1,Surat EcoTex Dyeing Pvt Ltd,Surat,Gujarat,Textile Dyeing & Processing,Sludge,Polymer,6166.47,7.17,497.05,47.61,6818.49,66.14,6640.49,54.07,30.08,25.11,Oil Residue,43.8,42.95,68.23,28.7,7.98,93.38,68.03,42.16,317.91,23.31,59.98,745166.56,Industrial Pigments,Medium,Reliance Circular Ventures,High,Highly Recoverable,95.84,10.8,2025-08-21
SEC-233-2,Surat EcoTex Dyeing Pvt Ltd,Surat,Gujarat,Textile Dyeing & Processing,Printing Dye Sludge,Textile,4253.5,6.97,829.03,395.48,3788.71,600.03,7476.2,272.87,49.82,30.34,Organic Contaminants,59.65,60.22,65.47,38.5,9.97,62.82,58.06,66.8,288.38,30.75,53.03,2254454.85,Eco Packaging Sheets,Very High,EcoPack India,Low,Moderately Recoverable,68.07,28.4,2025-08-21
SEC-234-1,Surat EcoTex Dyeing Pvt Ltd,Surat,Gujarat,Textile Dyeing & Processing,Textile Dye Waste,Mixed,8433.34,6.31,866.37,414.44,4878.63,499.06,7319.34,409.83,54.97,55.53,Low Contamination,92.31,99.88,56.12,53.53,2.43,57.52,57.12,85.74,188.83,21.81,46.32,121184.33,Compressed Construction Blocks,Emerging,Reliance Circular Ventures,Medium,Moderately Recoverable,88.73,28.8,2025-08-22
SEC-234-2,Surat EcoTex Dyeing Pvt Ltd,Surat,Gujarat,Textile Dyeing & Processing,Sludge,Chemical,13536.97,5.46,1095.37,694.63,6373.64,579.31,3062.95,131.78,35.64,41.74,Oil Residue,61.25,52.65,27.2,48.39,7.32,69.41,10.78,76.33,56.84,75.32,15.0,3481094.69,Eco Bricks,High,EcoPack India,Medium,Highly Recoverable,38.81,20.2,2025-08-22
SEC-234-3,Surat EcoTex Dyeing Pvt Ltd,Surat,Gujarat,Textile Dyeing & Processing,Sludge,Textile,3912.37,6.99,975.33,230.44,3694.19,492.61,5577.11,157.02,9.68,30.5,Oil Residue,57.93,64.42,52.69,61.93,3.06,47.74,46.09,53.81,126.99,85.37,22.83,89031.95,Industrial Pigments,High,GreenBuild Gujarat,Low,Moderately Recoverable,51.03,9.7,2025-08-22
SEC-234-4,Surat EcoTex Dyeing Pvt Ltd,Surat,Gujarat,Textile Dyeing & Processing,Textile Dye Waste,Chemical,1360.0,6.11,784.12,441.81,462.22,206.57,3132.64,468.16,45.54,48.97,Oil Residue,75.17,79.84,87.14,14.37,5.56,49.91,65.23,54.94,68.98,67.87,59.43,600272.98,Eco Packaging Sheets,Medium,Reliance Circular Ventures,High,Moderately Recoverable,91.99,8.4,2025-08-22
SEC-235-1,Surat EcoTex Dyeing Pvt Ltd,Surat,Gujarat,Textile Dyeing & Processing,Textile Dye Waste,Chemical,7634.7,5.25,410.07,560.14,7430.37,433.13,5813.36,162.12,42.93,35.6,Oil Residue,49.05,54.61,76.07,25.16,7.59,68.23,60.8,71.81,113.26,60.8,21.69,1983718.54,Acoustic Insulation Panels,Emerging,EcoPack India,High,Highly Recoverable,60.75,26.5,2025-08-23
SEC-235-2,Surat EcoTex Dyeing Pvt Ltd,Surat,Gujarat,Textile Dyeing & Processing,Printing Dye Sludge,Polymer,4575.98,7.07,361.25,465.78,4175.11,278.83,7838.08,159.46,33.75,53.64,Low Contamination,85.85,86.71,71.09,38.92,7.28,81.24,38.96,66.02,67.22,42.45,44.88,820460.6,Compressed Construction Blocks,Emerging,GreenBuild Gujarat,High,Low Recovery Potential,63.88,13.4,2025-08-23
SEC-235-3,Surat EcoTex Dyeing Pvt Ltd,Surat,Gujarat,Textile Dyeing & Processing,Chemical Effluent,Polymer,13428.19,8.7,1109.33,236.96,478.65,195.61,4211.21,299.5,15.64,29.77,Color Pigments,78.18,76.85,61.31,62.21,8.42,69.25,18.05,45.96,390.85,87.15,24.21,1199625.81,Industrial Pigments,Emerging,UltraTech EcoBuild,High,Low Recovery Potential,69.81,27.6,2025-08-23
SEC-236-1,Surat EcoTex Dyeing Pvt Ltd,Surat,Gujarat,Textile Dyeing & Processing,Fabric Fiber Residue,Polymer,7395.67,7.46,130.13,343.81,5930.53,427.25,1490.79,303.34,59.98,57.82,Organic Contaminants,71.1,59.14,27.7,24.77,7.22,86.45,24.55,70.09,410.02,55.03,23.41,269475.36,Eco Bricks,Very High,GreenBuild Gujarat,Medium,Highly Recoverable,91.18,17.6,2025-08-24
SEC-236-2,Surat EcoTex Dyeing Pvt Ltd,Surat,Gujarat,Textile Dyeing & Processing,Sludge,Chemical,6199.49,8.09,725.51,519.65,4009.49,59.11,8265.39,269.0,26.94,37.82,Oil Residue,48.48,51.12,47.08,56.21,1.53,77.74,76.02,70.96,20.32,20.11,9.9,3559624.82,Thermal Insulation Boards,Emerging,JSW Green Materials,High,Low Recovery Potential,68.83,6.7,2025-08-24
SEC-236-3,Surat EcoTex Dyeing Pvt Ltd,Surat,Gujarat,Textile Dyeing & Processing,Chemical Effluent,Polymer,5177.04,6.58,1236.14,575.59,4926.07,349.36,6057.37,115.57,55.31,28.08,Low Contamination,71.28,76.45,90.47,22.05,8.8,46.59,42.64,32.2,144.51,78.12,47.55,497097.53,Eco Packaging Sheets,High,GreenBuild Gujarat,Medium,Needs Advanced Treatment,46.6,26.3,2025-08-24
SEC-237-1,Surat EcoTex Dyeing Pvt Ltd,Surat,Gujarat,Textile Dyeing & Processing,Fabric Fiber Residue,Mixed,4394.82,7.02,284.49,685.37,5248.35,116.33,5483.37,15.98,66.58,44.72,Heavy Metals,80.31,84.01,46.07,34.3,1.92,89.45,20.32,43.57,163.45,68.57,8.8,4077725.61,Compressed Construction Blocks,Very High,Reliance Circular Ventures,Medium,Highly Recoverable,39.72,11.3,2025-08-25
SEC-237-2,Surat EcoTex Dyeing Pvt Ltd,Surat,Gujarat,Textile Dyeing & Processing,Chemical Effluent,Polymer,11443.1,7.45,1051.74,137.73,2593.54,156.19,4707.77,164.51,30.9,31.15,Heavy Metals,73.33,78.37,83.51,19.21,9.54,61.85,38.94,80.46,184.08,67.56,16.87,4428164.3,Compressed Construction Blocks,High,UltraTech EcoBuild,Low,Moderately Recoverable,51.28,8.9,2025-08-25
SEC-238-1,Surat EcoTex Dyeing Pvt Ltd,Surat,Gujarat,Textile Dyeing & Processing,Fabric Fiber Residue,Chemical,10735.79,6.03,282.68,103.82,1503.93,273.39,6418.84,293.71,28.96,45.1,Low Contamination,94.52,95.5,64.55,24.97,1.47,49.69,60.67,96.03,9.8,74.4,48.78,595168.57,Eco Packaging Sheets,High,EcoPack India,High,Moderately Recoverable,80.82,24.8,2025-08-26
SEC-238-2,Surat EcoTex Dyeing Pvt Ltd,Surat,Gujarat,Textile Dyeing & Processing,Chemical Effluent,Chemical,7039.75,6.14,425.25,531.01,2508.86,342.52,5991.32,397.28,34.46,49.32,Low Contamination,67.73,62.13,37.27,36.93,5.12,68.14,33.15,77.45,413.87,70.16,36.57,3494209.47,Compressed Construction Blocks,Very High,Reliance Circular Ventures,Low,Needs Advanced Treatment,47.86,8.6,2025-08-26
SEC-238-3,Surat EcoTex Dyeing Pvt Ltd,Surat,Gujarat,Textile Dyeing & Processing,Sludge,Textile,8163.52,6.23,762.69,386.51,1546.77,151.69,4241.79,293.94,53.09,28.22,Oil Residue,89.06,72.87,74.13,36.55,9.8,50.09,66.29,95.01,145.55,93.03,60.42,211304.23,Eco Packaging Sheets,Medium,GreenBuild Gujarat,Medium,Needs Advanced Treatment,89.83,19.6,2025-08-26
SEC-238-4,Surat EcoTex Dyeing Pvt Ltd,Surat,Gujarat,Textile Dyeing & Processing,Textile Dye Waste,Mixed,6310.6,6.21,1251.6,610.17,8728.47,577.27,4784.18,326.85,15.59,31.48,Chromium,75.53,66.84,30.2,48.99,1.27,89.99,10.4,33.22,31.61,87.04,9.0,2752296.63,Eco Packaging Sheets,Very High,EcoPack India,Low,Low Recovery Potential,40.34,29.1,2025-08-26
SEC-239-1,Surat EcoTex Dyeing Pvt Ltd,Surat,Gujarat,Textile Dyeing & Processing,Fabric Fiber Residue,Mixed,14208.91,6.83,365.19,30.55,4167.36,95.7,4123.97,458.09,44.83,44.46,Oil Residue,66.87,56.44,50.7,30.13,6.9,87.51,51.37,42.83,102.19,77.36,40.71,1279817.15,Thermal Insulation Boards,High,EcoPack India,Medium,Moderately Recoverable,52.23,20.4,2025-08-27
SEC-239-2,Surat EcoTex Dyeing Pvt Ltd,Surat,Gujarat,Textile Dyeing & Processing,Textile Dye Waste,Textile,11005.7,6.82,922.2,262.4,2919.42,470.0,1847.5,71.02,22.55,44.76,Oil Residue,45.6,38.62,30.68,28.91,4.75,47.88,39.43,32.3,346.0,56.24,22.6,3871780.52,Compressed Construction Blocks,Medium,Reliance Circular Ventures,Medium,Moderately Recoverable,75.47,9.0,2025-08-27
SEC-239-3,Surat EcoTex Dyeing Pvt Ltd,Surat,Gujarat,Textile Dyeing & Processing,Chemical Effluent,Chemical,629.24,6.27,1080.39,369.83,7038.56,578.0,7089.17,325.28,56.96,55.17,Low Contamination,61.17,62.15,87.89,47.44,5.29,54.99,25.78,41.78,286.29,76.15,45.29,2915401.31,Compressed Construction Blocks,Medium,GreenBuild Gujarat,Low,Low Recovery Potential,80.78,9.6,2025-08-27
SEC-239-4,Surat EcoTex Dyeing Pvt Ltd,Surat,Gujarat,Textile Dyeing & Processing,Fabric Fiber Residue,Polymer,4365.31,5.64,1026.06,155.56,1191.05,598.32,6732.26,327.09,37.35,28.33,Heavy Metals,65.51,56.17,61.24,36.1,8.71,93.38,56.62,96.79,194.89,17.53,52.12,3941905.87,Thermal Insulation Boards,Emerging,UltraTech EcoBuild,Medium,Moderately Recoverable,59.09,10.1,2025-08-27
