batch_id,factory_name,country,city,industry_type,waste_type,quantity_kg,material_category,contaminants,pH,COD_mg_L,BOD_mg_L,TDS_mg_L,turbidity_NTU,conductivity_uS_cm,dye_concentration_ppm,sludge_percentage,temperature_C,recyclability_score,recovery_feasibility_score,profitability_score,predicted_roi_percent,workforce_requirement_score,machinery_compatibility_score,logistics_complexity_score,circularity_score,carbon_reduction_tons,water_recovery_percent,energy_savings_percent,estimated_market_value_inr,recommended_product,predicted_market_demand,recommended_buyer,treatment_dependency,ai_segmentation_category,esg_impact_score,estimated_payback_months,upload_date
RWX-105025,Bobal and Sons,India,Coimbatore,Industrial Dyeing,Textile Dye Waste,539.18,Mixed,Color Pigments,7.22,1590.21,164.12,8977.54,100.74,4878.02,417.94,28.85,57.06,56.39,48.15,29.78,36.48,4.78,76.92,28.94,35.09,808.0,83.42,27.15,7225018.11,Composite Wall Panels,Medium,Asian Paints Eco Division,Medium,Needs Advanced Treatment,58.17,37.3,2023-12-16
RWX-105026,Liu-Espinoza,China,Dubai,Plastic Recycling,Chemical Effluent,6965.48,Polymer,High TDS,4.67,606.93,88.27,3967.42,705.37,142.75,570.47,63.44,46.98,85.09,77.74,43.19,6.0,3.74,97.28,27.19,82.04,41.81,32.66,17.21,7374427.63,Industrial Pigments,High,Asian Paints Eco Division,High,Low Recovery Potential,81.29,24.8,2024-11-25
RWX-105027,Thakur-Yogi,India,Bengaluru,Industrial Dyeing,Textile Dye Waste,23251.09,Textile,High TDS,4.69,1042.57,891.63,4466.0,275.42,1746.84,261.28,52.0,44.77,52.01,37.59,84.3,46.14,5.58,70.8,39.83,76.87,520.22,36.71,34.42,5584218.05,Compressed Construction Blocks,Medium,Reliance Circular Ventures,Low,Moderately Recoverable,88.91,26.4,2026-04-14
RWX-105028,"Sekhon, Shankar and Loyal",India,Panipat,Textile Manufacturing,Mixed Industrial Waste,2514.01,Polymer,Microplastics,4.89,67.06,293.3,893.03,616.69,8240.91,475.95,20.33,33.9,46.01,38.18,60.69,24.33,4.06,49.46,81.45,32.35,294.57,52.78,67.26,1427108.11,Compressed Construction Blocks,Emerging,UltraTech EcoBuild,High,Moderately Recoverable,67.5,9.8,2024-06-09
RWX-105029,Rana-Sridhar,India,Mumbai,Textile Manufacturing,Mixed Industrial Waste,22018.8,Mixed,Heavy Metals,6.71,1495.67,609.37,4595.34,797.02,5223.49,646.85,73.97,32.13,44.56,40.29,28.08,23.23,6.79,77.59,41.32,55.05,21.22,81.9,61.91,2353354.19,Eco Bricks,Medium,EcoPack Solutions,High,Needs Advanced Treatment,86.89,17.6,2024-12-31
RWX-105030,Smith Group,South Korea,Istanbul,Textile Manufacturing,Sludge,3385.15,Mixed,Heavy Metals,4.38,1055.79,446.09,9922.23,869.27,8790.12,110.44,36.57,56.3,76.52,86.63,39.24,48.89,5.02,80.84,67.87,86.95,570.97,52.08,22.08,1350788.3,Industrial Absorbent Pads,Medium,RenewLoop Manufacturing,Low,Moderately Recoverable,55.63,39.7,2023-11-14
RWX-105031,"Date, Gopal and Varty",India,Jaipur,Paper Manufacturing,Sludge,1387.4,Polymer,Lead,7.51,1057.37,749.48,3673.82,99.58,3324.08,48.03,20.79,25.07,50.66,35.92,85.5,21.41,6.17,69.28,89.93,31.91,714.2,17.84,59.59,1967130.37,Acoustic Panels,High,UltraTech EcoBuild,High,Highly Recoverable,72.57,18.0,2023-02-10
RWX-105032,"Sarin, Lall and Jaggi",India,Kanpur,Construction Materials,Textile Dye Waste,21862.93,Chemical,Oil Residue,7.95,536.99,314.46,1965.89,185.19,3962.33,170.05,35.25,52.48,59.24,56.4,56.69,83.61,4.12,37.06,89.72,88.92,219.95,66.61,25.58,6180904.01,Composite Wall Panels,Very High,JSW Green Materials,Medium,Low Recovery Potential,71.47,10.7,2024-12-02
RWX-105033,"Guerrero, Jackson and Ferguson",Japan,Seoul,Metal Processing,Industrial Wastewater,22156.19,Chemical,Chromium,5.36,1034.77,159.34,9526.14,897.26,6254.23,776.43,75.56,18.75,27.71,20.67,81.35,63.54,2.39,47.5,88.59,26.79,50.76,70.15,19.17,1896151.64,Eco Packaging,Medium,Mahindra Sustainable Solutions,Low,Low Recovery Potential,41.29,6.4,2025-01-11
RWX-105034,Krishnan-Dutt,India,Noida,Metal Processing,Sludge,11664.19,Metal,Heavy Metals,6.43,1655.45,210.8,1734.5,575.39,5646.05,723.76,72.07,33.35,44.87,47.79,36.66,60.56,2.86,41.02,36.22,77.01,157.2,52.47,7.01,375137.49,Recycled Plastic Lumber,Emerging,Tata Sustainable Materials,Low,Needs Advanced Treatment,81.32,20.0,2022-06-13
RWX-105035,Baria-Luthra,India,Kanpur,Paper Manufacturing,Fly Ash,2757.25,Organic,Lead,8.11,861.3,705.39,446.54,675.68,6601.61,306.81,46.68,54.27,82.95,92.13,47.85,71.17,2.15,75.02,25.86,98.03,619.44,67.63,53.16,7281710.02,Eco Packaging,Very High,EcoPack Solutions,Medium,Needs Advanced Treatment,78.76,33.6,2024-09-14
RWX-105036,"Martin, Combs and Ramsey",Thailand,Ho Chi Minh City,Garment Processing,Synthetic Residue,3685.0,Polymer,Color Pigments,9.63,719.42,646.17,4471.06,178.66,3923.03,776.14,32.11,21.2,70.04,67.5,88.58,50.01,9.36,83.95,84.74,28.32,759.48,59.38,33.74,4829048.61,Industrial Absorbent Pads,High,RenewLoop Manufacturing,High,Highly Recoverable,40.54,44.0,2023-10-01
RWX-105037,"Deshmukh, Kant and Jhaveri",India,Ludhiana,Chemical Processing,Printing Dye Sludge,20304.38,Mixed,High TDS,6.66,1074.57,490.98,9295.82,428.64,9920.4,715.91,58.27,33.92,60.57,54.0,40.35,45.52,9.0,89.19,87.97,96.19,667.12,91.94,67.2,6286652.27,Circular Fashion Fibers,Medium,GreenBuild International,High,Highly Recoverable,87.3,8.2,2025-08-23
RWX-105038,Lopez Ltd,Turkey,Ho Chi Minh City,Metal Processing,Chemical Effluent,14826.08,Mixed,Color Pigments,8.37,1599.28,465.79,7528.01,333.51,2782.4,420.24,73.95,48.92,80.71,71.66,76.82,26.15,2.69,89.59,66.31,99.0,182.48,68.55,32.26,9373202.97,Sustainable Ceiling Tiles,Emerging,Reliance Circular Ventures,Low,Highly Recoverable,47.55,19.1,2024-07-04
RWX-105039,Dass Group,India,Ludhiana,Industrial Dyeing,Industrial Wastewater,5226.06,Metal,Microplastics,7.21,314.51,269.06,4818.69,755.29,6331.85,642.94,60.14,37.52,74.04,69.08,82.38,8.26,9.96,67.49,67.86,35.06,350.94,44.47,37.69,6121338.72,Compressed Construction Blocks,High,UltraTech EcoBuild,Medium,Moderately Recoverable,51.4,43.4,2025-03-22
RWX-105040,Ganesan Group,India,Mumbai,Paper Manufacturing,Sludge,19253.33,Polymer,Microplastics,7.55,608.27,895.88,8914.19,777.42,5447.78,123.03,31.92,60.58,30.02,22.26,77.56,42.33,7.64,85.58,37.17,58.8,670.89,27.77,33.67,3994792.89,Eco Concrete Additives,Medium,UltraTech EcoBuild,Medium,Highly Recoverable,90.82,36.6,2023-09-13
RWX-105041,Becker-Wheeler,Thailand,Ho Chi Minh City,Garment Processing,Synthetic Residue,1213.32,Chemical,Lead,5.03,1533.21,689.22,548.35,623.15,859.17,238.07,64.9,25.25,30.4,22.05,87.75,54.26,5.24,95.09,85.37,42.73,138.08,96.6,37.02,2612096.53,Acoustic Panels,High,EcoPack Solutions,Low,Moderately Recoverable,76.39,14.9,2025-10-20
RWX-105042,Sood-Badal,India,Jaipur,Garment Processing,Fabric Scraps,18346.06,Polymer,Chromium,7.28,77.8,50.95,4465.12,251.43,768.23,689.79,4.21,39.88,88.54,81.68,20.57,16.25,7.04,93.44,72.3,95.24,838.81,35.42,65.69,7576999.45,Sustainable Ceiling Tiles,Medium,Mahindra Sustainable Solutions,Medium,Moderately Recoverable,90.1,6.3,2025-03-20
RWX-105043,Mand-Raja,India,Coimbatore,Paper Manufacturing,Sludge,5828.6,Textile,Lead,9.91,820.78,528.25,6694.18,479.79,1678.05,627.19,17.19,18.34,96.17,110.27,56.42,64.11,5.23,36.16,63.85,28.42,591.48,45.06,37.52,6674807.55,Eco Bricks,Emerging,RenewLoop Manufacturing,Low,Highly Recoverable,79.96,8.3,2024-04-04
RWX-105044,Sunder and Sons,India,Mumbai,Garment Processing,Printing Dye Sludge,16398.82,Textile,Low Contamination,7.12,106.9,800.91,11757.67,243.34,8111.9,169.14,39.97,51.38,75.06,66.85,31.19,63.81,2.72,35.14,18.04,64.6,121.18,90.56,55.15,7217536.64,Industrial Pigments,Emerging,Mahindra Sustainable Solutions,Low,Needs Advanced Treatment,84.74,20.1,2025-04-13
RWX-105045,Harris Group,Japan,Jakarta,Chemical Processing,Mixed Industrial Waste,12297.32,Polymer,Heavy Metals,5.52,1133.71,398.2,11367.3,235.34,4670.49,486.77,67.06,30.04,21.5,15.96,16.58,24.51,9.28,79.09,31.78,38.53,450.86,55.0,67.56,9061624.35,Circular Fashion Fibers,High,GreenBuild International,Medium,Moderately Recoverable,56.18,23.2,2024-10-05
RWX-105046,Anderson-Costa,Thailand,Berlin,Leather Processing,Textile Dye Waste,16216.16,Textile,Heavy Metals,4.33,1335.16,102.78,11766.36,294.73,2749.4,292.37,7.75,52.58,37.85,32.64,77.55,29.63,9.33,37.75,54.17,70.12,534.94,34.03,9.09,4425040.93,Circular Fashion Fibers,Emerging,Reliance Circular Ventures,Low,Needs Advanced Treatment,31.89,45.4,2025-04-17
RWX-105047,Ganguly-Ghosh,India,Pune,Plastic Recycling,Fabric Scraps,24783.36,Metal,Color Pigments,8.18,1199.4,350.61,1034.13,779.23,6576.54,624.41,6.1,40.52,55.2,39.44,35.8,13.25,3.11,74.27,62.08,93.74,679.77,33.04,14.9,6257558.5,Eco Packaging,High,UltraTech EcoBuild,Low,Low Recovery Potential,58.61,26.6,2024-09-03
RWX-105048,Turner-Wallace,Bangladesh,Berlin,Metal Processing,Chemical Effluent,6083.66,Organic,Organic Contaminants,6.38,230.12,713.81,1487.76,651.77,8582.82,42.44,48.24,55.66,85.74,84.77,29.63,76.24,9.66,63.75,63.86,87.77,395.79,44.7,10.61,2274725.91,Industrial Absorbent Pads,Medium,Mahindra Sustainable Solutions,High,Highly Recoverable,39.31,18.6,2026-04-07
RWX-105049,"Petty, Lee and Davis",Japan,Jakarta,Paper Manufacturing,Polyester Fiber Waste,2961.53,Chemical,High TDS,6.68,194.19,836.25,11100.59,107.08,2429.98,625.04,49.58,62.95,77.63,69.35,52.52,46.23,4.19,83.03,11.63,87.4,786.01,61.19,26.46,2448484.08,Sustainable Ceiling Tiles,Medium,Asian Paints Eco Division,High,Needs Advanced Treatment,36.94,44.0,2023-01-07
RWX-105050,Roberts LLC,Turkey,Dhaka,Chemical Processing,Printing Dye Sludge,8210.92,Mixed,Oil Residue,8.18,344.01,497.9,11291.39,838.83,9397.93,156.49,44.62,41.11,52.91,39.4,37.64,44.23,8.08,48.93,39.05,72.02,980.17,42.41,64.8,1426774.89,Recycled Plastic Lumber,High,UltraTech EcoBuild,Medium,Low Recovery Potential,67.92,17.7,2025-05-09
RWX-105051,"Khan, Coleman and Edwards",China,Seoul,Metal Processing,Polyester Fiber Waste,7882.69,Textile,Lead,8.35,596.53,109.93,5906.95,528.15,7801.77,144.15,35.73,63.0,45.22,47.23,64.07,74.88,1.87,96.26,48.49,56.81,860.32,56.24,13.5,1361478.09,Eco Concrete Additives,Medium,UltraTech EcoBuild,Medium,Moderately Recoverable,30.46,15.4,2025-11-01
RWX-105052,Howard Group,Japan,Istanbul,Plastic Recycling,Chemical Effluent,15817.58,Organic,Chromium,8.4,622.88,485.95,5276.33,330.93,356.73,244.42,64.26,64.97,22.71,16.53,97.92,52.08,4.57,38.56,81.5,82.06,9.82,56.68,29.73,5224958.7,Composite Wall Panels,Emerging,Tata Sustainable Materials,High,Highly Recoverable,80.05,31.4,2022-06-28
RWX-105053,"Bobal, Seth and Dhillon",India,Jaipur,Textile Manufacturing,Chemical Effluent,17737.76,Chemical,Color Pigments,5.69,140.94,746.89,11638.46,825.03,7183.33,208.28,28.56,36.98,97.12,78.83,90.67,6.68,5.2,69.72,39.16,61.54,876.96,22.32,10.36,4150028.64,Acoustic Panels,Very High,JSW Green Materials,High,Needs Advanced Treatment,58.81,40.2,2022-07-11
RWX-105054,Bera Group,India,Bengaluru,Paper Manufacturing,Fabric Scraps,21451.4,Mixed,High TDS,6.39,1702.36,36.5,9931.32,722.76,7411.13,20.01,16.25,62.3,42.9,30.8,84.77,51.31,8.43,72.44,65.09,45.35,15.87,43.08,56.27,5864814.56,Compressed Construction Blocks,Medium,Reliance Circular Ventures,Medium,Highly Recoverable,54.96,33.7,2024-10-20
RWX-105055,Chokshi-Bhakta,India,Surat,Garment Processing,Sludge,8170.73,Chemical,Sulfide,7.97,731.84,619.2,3668.97,874.48,8100.43,127.1,23.04,24.43,73.28,72.85,91.61,18.87,2.88,56.49,83.16,70.81,514.85,60.35,17.42,4512202.57,Eco Concrete Additives,Medium,Reliance Circular Ventures,High,Moderately Recoverable,38.65,5.2,2026-05-01
RWX-105056,Briggs PLC,China,Dhaka,Plastic Recycling,Fabric Scraps,13113.75,Mixed,Sulfide,7.76,1329.2,322.38,10802.45,569.46,2783.95,135.5,9.5,41.36,62.9,53.61,25.54,41.91,1.52,93.02,87.94,25.93,156.18,84.33,10.72,9717651.72,Eco Bricks,Emerging,EcoPack Solutions,Low,Moderately Recoverable,64.47,3.1,2022-10-20
RWX-105057,Tella-Mand,India,Mumbai,Leather Processing,Mixed Industrial Waste,21147.25,Textile,Low Contamination,4.25,1690.75,722.03,4721.82,437.65,5488.44,115.0,49.12,59.23,75.07,83.76,70.88,69.0,7.07,84.96,67.37,79.28,310.26,44.99,49.87,6637444.46,Industrial Absorbent Pads,Medium,Tata Sustainable Materials,Medium,Moderately Recoverable,44.41,30.4,2025-11-18
RWX-105058,"Bishop, Rivers and Barton",South Korea,Berlin,Leather Processing,Fly Ash,2923.83,Textile,Lead,6.01,943.04,615.4,756.81,802.94,8447.6,397.84,20.15,59.77,55.99,53.25,64.71,35.93,8.11,53.77,72.14,30.14,337.48,70.54,30.9,7752954.0,Compressed Construction Blocks,Medium,JSW Green Materials,Low,Low Recovery Potential,30.08,7.1,2024-07-18
RWX-105059,"Sharaf, Majumdar and Arora",India,Ludhiana,Construction Materials,Fly Ash,4968.9,Mixed,Sulfide,8.47,587.63,571.27,11877.8,532.45,969.93,40.51,48.5,53.51,72.23,51.32,15.43,15.21,6.72,72.94,25.65,64.93,365.19,65.1,28.66,2782793.22,Eco Packaging,Medium,GreenBuild International,High,Needs Advanced Treatment,64.87,32.1,2024-01-18
RWX-105060,Setty LLC,India,Pune,Textile Manufacturing,Sludge,17076.08,Polymer,Heavy Metals,4.46,1572.04,875.53,8823.07,318.12,3887.77,250.68,25.8,33.46,45.93,52.26,72.6,54.04,1.58,81.15,26.71,83.46,472.44,32.82,34.33,3498813.2,Composite Wall Panels,Very High,Asian Paints Eco Division,High,Low Recovery Potential,74.18,28.9,2022-12-13
RWX-105061,Mahal and Sons,India,Kanpur,Garment Processing,Fabric Scraps,24618.7,Textile,Sulfide,7.36,849.84,773.51,4339.35,563.4,9634.42,99.61,63.81,44.21,84.95,85.22,94.45,43.85,5.78,60.88,40.18,27.88,404.79,40.96,61.23,7343150.14,Compressed Construction Blocks,Emerging,Mahindra Sustainable Solutions,High,Needs Advanced Treatment,59.0,28.0,2022-08-09
RWX-105062,Halder-Varghese,India,Surat,Paper Manufacturing,Sludge,21434.47,Textile,Sulfide,7.12,151.75,386.67,10619.47,412.6,2959.28,709.83,54.7,31.59,83.25,75.29,18.4,70.72,5.49,86.11,29.19,30.35,641.92,55.73,59.25,6279663.35,Eco Packaging,Medium,Tata Sustainable Materials,High,Highly Recoverable,38.89,17.3,2025-01-16
RWX-105063,Arora-Saxena,India,Mumbai,Industrial Dyeing,Industrial Wastewater,22881.85,Organic,Color Pigments,6.12,1333.36,71.91,8852.08,761.43,9917.8,633.64,15.75,18.21,57.29,45.76,45.53,53.46,2.91,53.27,25.21,74.73,659.5,79.29,16.72,303380.93,Acoustic Panels,Emerging,GreenBuild International,Medium,Low Recovery Potential,44.65,8.0,2024-06-14
RWX-105064,"Walia, Raja and Vyas",India,Bengaluru,Chemical Processing,Fly Ash,6392.64,Organic,Organic Contaminants,6.28,602.45,885.42,5221.44,177.75,1150.37,172.7,47.18,37.69,75.06,76.72,95.53,58.02,7.24,64.43,92.34,55.62,175.63,77.21,55.5,8323029.79,Eco Packaging,Very High,GreenBuild International,Medium,Moderately Recoverable,56.59,23.8,2024-02-19
RWX-105065,Suresh-Kaul,India,Ahmedabad,Paper Manufacturing,Sludge,3110.33,Polymer,Lead,4.56,1520.42,511.97,7283.77,640.42,5333.31,223.11,70.06,32.6,39.13,35.04,56.89,52.13,4.77,87.3,93.09,88.1,313.93,14.34,14.48,5809523.55,Acoustic Panels,Emerging,Mahindra Sustainable Solutions,Low,Low Recovery Potential,59.63,30.6,2026-01-10
RWX-105066,Gopal-Khare,India,Ahmedabad,Plastic Recycling,Industrial Wastewater,24602.37,Chemical,Low Contamination,6.66,201.66,859.44,3398.55,507.1,4539.85,457.79,27.25,26.59,62.27,44.36,96.41,6.97,3.46,52.57,73.02,57.06,348.98,91.59,67.35,3496151.72,Compressed Construction Blocks,Emerging,EcoPack Solutions,High,Highly Recoverable,54.0,23.7,2025-02-14
RWX-105067,Robinson-Collins,Vietnam,Manchester,Synthetic Fiber Plant,Textile Dye Waste,5849.08,Mixed,Color Pigments,5.29,1679.22,547.6,8392.87,433.6,1757.27,711.85,77.84,23.5,72.15,52.81,90.62,78.4,6.24,72.28,64.91,50.19,955.45,45.22,17.23,3955603.11,Acoustic Panels,High,RenewLoop Manufacturing,High,Low Recovery Potential,93.07,21.7,2025-05-06
RWX-105068,Sridhar-Sampath,India,Noida,Chemical Processing,Polyester Fiber Waste,8974.15,Metal,Microplastics,7.64,153.57,595.74,253.75,46.86,6505.37,664.29,20.75,35.01,43.76,38.28,65.08,21.7,8.31,85.79,37.47,48.4,119.06,86.25,65.05,702045.11,Eco Packaging,Medium,Reliance Circular Ventures,Medium,Moderately Recoverable,63.02,38.3,2022-12-17
RWX-105069,"Rodriguez, Gilmore and Wagner",USA,Jakarta,Leather Processing,Sludge,23768.06,Organic,Color Pigments,7.64,1647.36,610.99,4580.26,185.02,3205.97,651.93,55.01,50.2,37.44,28.53,88.0,26.7,4.0,95.89,15.99,33.44,22.09,62.03,36.4,9026447.59,Thermal Insulation Boards,Very High,UltraTech EcoBuild,Medium,Needs Advanced Treatment,89.47,16.1,2023-10-09
RWX-105070,Bhardwaj-Sha,India,Ludhiana,Metal Processing,Printing Dye Sludge,24188.89,Metal,Lead,6.52,1685.09,142.73,7416.25,606.03,1118.99,657.37,40.42,26.81,25.27,24.89,35.75,53.08,7.61,45.69,81.93,78.12,168.92,40.34,44.61,1979902.44,Recycled Plastic Lumber,Emerging,Mahindra Sustainable Solutions,Low,Moderately Recoverable,90.13,14.8,2024-01-20
RWX-105071,Terry Group,South Korea,Manchester,Garment Processing,Sludge,14012.54,Organic,Heavy Metals,7.6,1551.33,176.8,1143.92,242.77,4350.29,460.44,64.92,34.09,77.64,62.91,27.16,30.69,8.76,98.42,76.33,35.96,736.07,46.65,6.49,8638606.01,Composite Wall Panels,High,UltraTech EcoBuild,High,Needs Advanced Treatment,38.54,46.1,2025-03-30
RWX-105072,Tella Ltd,India,Panipat,Chemical Processing,Fabric Scraps,18085.25,Mixed,Organic Contaminants,7.18,1087.81,406.77,8853.15,509.89,1392.41,121.68,61.68,43.83,54.29,42.42,55.71,63.96,4.31,98.46,13.65,84.17,919.91,76.13,68.36,9607103.57,Sustainable Ceiling Tiles,Very High,GreenBuild International,Medium,Needs Advanced Treatment,36.53,12.9,2022-07-03
RWX-105073,Randall Group,China,Bangkok,Textile Manufacturing,Printing Dye Sludge,8877.93,Chemical,Heavy Metals,4.64,1007.53,234.94,4398.31,811.21,3402.87,588.24,21.34,56.46,84.89,94.66,81.41,6.45,1.21,64.26,49.85,75.37,80.51,58.29,59.46,2825123.73,Acoustic Panels,Medium,RenewLoop Manufacturing,Medium,Low Recovery Potential,36.97,21.9,2023-11-16
RWX-105074,"Scott, King and Torres",Thailand,Shanghai,Paper Manufacturing,Textile Dye Waste,24446.33,Mixed,Microplastics,6.33,1473.95,770.09,6319.55,868.87,4688.68,386.76,52.92,49.24,88.89,85.64,41.28,31.58,7.32,67.89,17.37,63.49,112.63,95.35,28.72,8719798.42,Composite Wall Panels,High,CircularTex Global,Medium,Highly Recoverable,85.92,30.5,2022-12-09
RWX-105075,Bailey-Swanson,Germany,Seoul,Textile Manufacturing,Chemical Effluent,13535.13,Organic,Organic Contaminants,5.1,394.15,125.17,2064.9,192.55,7697.04,395.09,76.15,28.05,34.89,33.57,18.33,40.8,3.5,41.3,59.2,95.03,166.69,43.25,41.85,5192537.94,Eco Packaging,High,CircularTex Global,Medium,Moderately Recoverable,93.32,30.5,2024-03-17
RWX-105076,Padilla PLC,Indonesia,Tokyo,Synthetic Fiber Plant,Industrial Wastewater,17841.62,Chemical,Microplastics,6.65,1154.36,162.33,9505.37,717.67,9520.28,9.8,7.04,23.2,47.2,48.75,61.58,24.93,6.83,90.74,45.81,47.25,467.43,34.21,43.13,9314940.2,Recycled Plastic Lumber,Very High,Asian Paints Eco Division,Low,Moderately Recoverable,64.66,47.4,2022-12-25
RWX-105077,Fletcher Group,China,Seoul,Paper Manufacturing,Fly Ash,16154.28,Metal,Sulfide,7.94,188.17,461.03,10634.64,435.02,5816.61,747.18,13.95,23.18,95.93,93.08,73.72,77.39,6.81,74.41,82.4,31.81,944.85,73.49,56.47,3361457.13,Sustainable Ceiling Tiles,High,JSW Green Materials,Medium,Highly Recoverable,38.63,11.0,2023-01-14
RWX-105078,"Goda, Choudhary and Sant",India,Ahmedabad,Garment Processing,Industrial Wastewater,21235.77,Metal,Heavy Metals,4.55,102.44,34.65,1382.97,261.01,5260.48,33.39,7.14,52.1,98.07,100.29,48.87,77.28,9.19,96.57,47.31,73.47,489.62,51.47,14.73,6896281.48,Compressed Construction Blocks,Medium,Asian Paints Eco Division,Low,Needs Advanced Treatment,94.2,39.9,2023-05-09
RWX-105079,Parker-Miller,China,Tokyo,Textile Manufacturing,Synthetic Residue,5645.84,Organic,Oil Residue,9.01,306.36,447.66,391.73,832.56,6651.68,403.53,77.3,35.32,82.75,61.08,94.19,42.19,4.22,91.38,79.16,45.34,677.47,39.06,7.12,4221960.08,Eco Packaging,Emerging,JSW Green Materials,Medium,Needs Advanced Treatment,57.53,42.9,2025-10-10
RWX-105080,Bhargava LLC,India,Ahmedabad,Industrial Dyeing,Synthetic Residue,13494.66,Metal,Oil Residue,8.13,604.08,756.23,1806.0,714.87,2486.04,102.47,2.35,38.75,52.67,44.54,72.19,16.92,3.27,55.9,79.84,89.89,774.57,12.58,24.37,1274518.66,Acoustic Panels,High,Tata Sustainable Materials,Medium,Needs Advanced Treatment,81.54,23.7,2024-06-25
RWX-105081,Batra Group,India,Panipat,Synthetic Fiber Plant,Fabric Scraps,1008.33,Chemical,Color Pigments,7.25,610.95,113.94,2620.82,626.92,7315.27,46.52,2.21,26.5,92.7,75.76,23.4,36.21,8.1,75.33,63.31,60.69,717.2,39.51,64.84,7367017.06,Acoustic Panels,Very High,Mahindra Sustainable Solutions,Low,Highly Recoverable,75.85,40.8,2022-12-06
RWX-105082,"Saraf, Doctor and Garg",India,Coimbatore,Synthetic Fiber Plant,Printing Dye Sludge,884.21,Metal,Organic Contaminants,9.94,147.16,767.81,7649.93,838.98,6704.96,565.83,61.39,37.91,98.5,97.54,57.68,6.32,7.55,69.03,75.99,88.26,250.43,80.78,65.95,4213877.97,Thermal Insulation Boards,Very High,Mahindra Sustainable Solutions,High,Low Recovery Potential,60.95,44.5,2024-08-21
RWX-105083,"Bhatt, Wali and Subramaniam",India,Ludhiana,Leather Processing,Polyester Fiber Waste,15025.73,Organic,Organic Contaminants,4.16,1192.92,213.36,1045.95,445.66,326.09,397.1,37.15,44.91,35.77,32.12,90.14,64.26,3.69,54.66,73.79,29.22,231.62,12.33,52.69,1219061.72,Recycled Plastic Lumber,Very High,JSW Green Materials,Low,Highly Recoverable,68.59,42.2,2023-09-11
RWX-105084,Cochran-Davis,South Korea,Seoul,Metal Processing,Fly Ash,15784.96,Chemical,Low Contamination,4.71,1325.83,26.73,6085.08,680.22,606.43,768.2,36.89,42.95,62.32,62.17,38.08,12.26,4.12,37.02,69.23,27.41,561.03,41.21,6.44,5972716.06,Composite Wall Panels,Medium,Tata Sustainable Materials,Low,Moderately Recoverable,87.38,46.7,2024-04-29
RWX-105085,Green LLC,South Korea,Tokyo,Garment Processing,Chemical Effluent,1426.85,Metal,Chromium,8.77,927.84,735.56,7842.16,124.56,8719.13,115.43,62.33,24.68,71.53,62.15,76.47,32.43,2.2,66.3,35.22,64.29,784.11,97.27,14.93,4997323.06,Circular Fashion Fibers,High,CircularTex Global,High,Moderately Recoverable,32.18,45.3,2023-03-27
RWX-105086,Sehgal Ltd,India,Mumbai,Paper Manufacturing,Fly Ash,3791.94,Mixed,Oil Residue,4.7,613.3,121.2,5576.77,299.76,4293.08,127.33,5.29,22.91,27.67,21.29,46.96,23.36,7.55,48.41,39.46,52.24,568.04,41.9,49.53,8648082.18,Recycled Plastic Lumber,Very High,CircularTex Global,Low,Needs Advanced Treatment,41.33,39.2,2025-01-12
RWX-105087,Jha LLC,India,Tiruppur,Paper Manufacturing,Polyester Fiber Waste,2748.26,Metal,Heavy Metals,8.18,986.35,211.97,11554.51,522.57,6479.26,740.15,18.36,64.73,29.28,31.31,24.4,74.91,5.99,75.66,27.07,37.74,879.89,77.8,51.23,8950335.4,Recycled Plastic Lumber,Emerging,EcoPack Solutions,Low,Moderately Recoverable,94.75,23.8,2023-06-23
RWX-105088,"Savant, Rege and Garde",India,Kanpur,Textile Manufacturing,Synthetic Residue,12784.97,Textile,Sulfide,9.7,485.29,177.36,286.43,132.53,8485.1,353.79,65.94,62.91,25.02,27.17,84.11,56.36,4.5,57.65,89.49,25.06,11.24,80.31,47.53,579570.99,Industrial Pigments,Very High,UltraTech EcoBuild,High,Moderately Recoverable,80.05,15.4,2022-05-17
